year,sales,expenses,operating_profit,opm_percent,other_income,interest,depreciation,profit_before_tax,tax_percent,net_profit,eps,dividend_payout
2014-03-01,119669,88984.2169490958,30684.783050904196,25.641380015629945,2019,1724,7452,23527.783050904196,25.0,17645.837288178147,176.45837288178146,13.790735701390965
2015-03-01,121318,94272.01798651442,27045.982013485584,22.293461822223897,4293,2884,2820,25634.982013485584,25.0,19226.236510114188,192.26236510114188,10.419481262464188
2016-03-01,153559,106469.05485139802,47089.94514860198,30.66570187914872,4255,734,7399,43211.94514860198,25.0,32408.958861451487,324.08958861451487,40.76287840610124
2017-03-01,186346,114715.02223872994,71630.97776127006,38.439772123506835,1722,1598,7347,64407.97776127006,25.0,48305.98332095254,483.0598332095254,45.645545674228025
2018-03-01,157162,122569.89546602147,34592.104533978534,22.010476154527517,2152,1119,3372,32253.104533978534,25.0,24189.8284004839,241.898284004839,31.474923695190654
2019-03-01,69898,46498.49378227261,23399.506217727387,33.47664628133478,2249,2938,3412,19298.506217727387,25.0,14473.87966329554,144.7387966329554,38.95641186710475
2020-03-01,197598,123596.51453015785,74001.48546984215,37.45052352242541,4889,962,3782,74146.48546984215,25.0,55609.864102381616,556.0986410238162,37.80457045562132
2021-03-01,99028,71588.02261128447,27439.97738871553,27.709311900387295,2311,1391,6640,21719.97738871553,25.0,16289.983041536649,162.8998304153665,16.6874313650227
2022-03-01,70268,55986.78884473712,14281.211155262878,20.323918647553477,2014,978,3661,11656.211155262878,25.0,8742.158366447158,87.42158366447158,26.86879438864057
2023-03-01,66929,49687.43490239818,17241.565097601822,25.760978197196767,1843,1245,7702,10137.565097601822,25.0,7603.173823201367,76.03173823201367,17.477378033384284
2024-03-01,89592,55094.12429661804,34497.87570338196,38.50553141282922,3811,873,7150,30285.875703381957,25.0,22714.406777536467,227.14406777536468,35.75830880842141
2025-03-01,71054,53830.18227009288,17223.817729907118,24.240461803567875,2224,1146,5868,12433.817729907118,25.0,9325.363297430338,93.25363297430339,14.334727676141124
