year,roe,debt_equity,opm,intrinsic_value,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,roce_percent
2014-03-01,0.0505221233014257,1.2700984001606532,0.3087673530233858,123.48,36,41,40,37,42,26.776676612480944
2015-03-01,0.1269075093647082,2.097066143751414,0.3496529692719118,206.045,77,44,88,33,40,11.282493793085607
2016-03-01,0.1032349857720533,1.5073536019170286,0.352049061451125,270.725,66,47,95,18,39,13.454229918928009
2017-03-01,0.0628696799442607,1.5904650369865247,0.3700716470440357,169.29500000000002,77,44,51,70,31,10.342458545257836
2018-03-01,0.0314086431293593,1.60112173725462,0.3639806870847905,49.0,88,32,88,32,13,25.64426281195864
2019-03-01,0.0236338434397883,1.756128978060289,0.3189403317652884,18.13,68,53,71,50,10,10.314277044778903
2020-03-01,-0.3974852550392119,1.9214207012768163,0.4182135962256822,-1348.97,32,51,88,-5,18,23.851568559848246
2021-03-01,-0.2097263922107441,2.7612674503417978,0.4500178897988391,-627.935,69,39,40,68,18,14.332277824248923
2022-03-01,0.1247858881509751,2.549478618865884,0.4936549203325697,177.13500000000002,45,51,47,49,40,24.923467463289768
2023-03-01,0.1584131609143535,2.914018281912768,0.5122282511049624,366.765,57,52,60,49,40,14.406436920089604
2024-03-01,0.1043416769285165,2.628561674733904,0.5193489885452921,323.4,31,49,63,17,46,22.09147395565968
2025-03-01,0.3297293968611443,1.8794602012808783,0.4917189351677891,1441.825,74,50,41,83,14,24.305287381987743
